,Title,Publisher,Resource,Jurisdiction_x,Portal,0_Data_desc,0_Data_format,0_Data_page,0_Data_title,0_Data_url,1_Data_desc,1_Data_format,1_Data_page,1_Data_title,1_Data_url,2_Data_desc,2_Data_format,2_Data_page,2_Data_title,2_Data_url,3_Data_desc,3_Data_format,3_Data_page,3_Data_title,3_Data_url,4_Data_desc,4_Data_format,4_Data_page,4_Data_title,4_Data_url,5_Data_desc,5_Data_format,5_Data_page,5_Data_title,5_Data_url,6_Data_desc,6_Data_format,6_Data_page,6_Data_title,6_Data_url,7_Data_format,7_Data_page,7_Data_title,7_Data_url,8_Data_format,8_Data_page,8_Data_title,8_Data_url,Contact Point,Data Portal,Data Status,Date Published,Date Updated,Description,Field,Fields of Research,Geospatial Coverage,Geospatial Topics,Jurisdiction_y,Landing Page,Language,Licence,Publisher/Agency,RDF,Tag_0,Tag_1,Tag_10,Tag_11,Tag_12,Tag_13,Tag_14,Tag_15,Tag_16,Tag_17,Tag_18,Tag_19,Tag_2,Tag_20,Tag_21,Tag_22,Tag_23,Tag_24,Tag_25,Tag_26,Tag_27,Tag_28,Tag_29,Tag_3,Tag_30,Tag_31,Tag_32,Tag_33,Tag_34,Tag_35,Tag_36,Tag_37,Tag_38,Tag_39,Tag_4,Tag_40,Tag_41,Tag_5,Tag_6,Tag_7,Tag_8,Tag_9,Temporal Coverage,Type,URL,Update Frequency
71,Oil and Gas Resources of Australia 2003,Geoscience Australia                 ,PDF, Commonwealth of Australia, Geoscience Australia CSW Harvester,Download the file (pdf),PDF,https://data.gov.au/dataset/oil-and-gas-resources-of-australia-2003/resource/7af1cccf-f611-4188-a149-b552bf59530f,File download,https://d28rz98at9flks.cloudfront.net/61746/61746.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,  Geoscience Australia  clientservices@ga.gov.au  , Geoscience Australia CSW Harvester, inactive,2017-06-25,2017-06-25,"This publication is the successor to Oil and Gas Resources of Australia 2002 and continues as the definitive reference on exploration, development and production of Australia's petroleum resources. It covers exploration, reserves, opportunity for growth of oil and gas resources, development, coalbed methane resources, production, crude oil and shale oil and supporting information and statistics. It includes a forecast of Australia's crude oil and condensate production from 2004 to 2025, and sustainability indicators for petroleum resources. Information on Australia's petroleum data availability is also included and an estimate of Australia's undiscovered oil and gas potential and a review of developments in geological sequestration of carbon dioxide. The Appendices describe wells drilled and seismic surveys carried out in 2003. There is also a chronological listing of offshore and onshore oil and gas discoveries to 2003 listings of all petroleum platforms and pipelines, and a map showing all Australian petroleum exploration and development titles, with a key of title holders and interests as at March 2004. OGRA 2003 provides the background for much of the advice on petroleum resources given to the Australian government and is a key source for petroleum exploration, production and service companies, petroleum engineers and geologists, energy analysts, stockbrokers and share investors.",None,,,, Commonwealth of Australia,https://data.gov.au/dataset/23a89e18-c362-4484-b1ad-2fc9c35fceb7 ,English, Creative Commons Attribution 4.0 International ,Geoscience Australia                 ,https://data.gov.au/dataset/23a89e18-c362-4484-b1ad-2fc9c35fceb7.rdf,Earth Sciences,GA Publication,,,,,,,,,,,Report,,,,,,,,,,,geoscience databases,,,,,,,,,,,hydrocarbons,,,petroleum exploration,petroleum reserves,resource assessment,,,,Dataset,https://data.gov.au/dataset/oil-and-gas-resources-of-australia-2003, unknown
72,Soviet Fishery Data (Australian Waters) - vessel Berg-3 May-July 1967,CSIRO Oceans and Atmosphere - Information and Data Centre                 ,WMS, Commonwealth of Australia, Australian Oceans Data Network CSW Harvester,Catch data for Berg-3 Voyage Berg-3 voyage May-Jul 1967,WMS,https://data.gov.au/dataset/soviet-fishery-data-australian-waters-vessel-berg-3-may-july-1967/resource/02e385de-779f-4542-a5e8-f74bbe3a88a0,cmar:CATCH_HEADER_AODN_VIEW,http://www.cmar.csiro.au/geoserver/wms?&CQL_FILTER=SURVEY_NAME%20%3D%20%27BERG196705%27,Dataset description (JEMS only dataset- authorisation required),HTML,https://data.gov.au/dataset/soviet-fishery-data-australian-waters-vessel-berg-3-may-july-1967/resource/e52da1f3-ab67-4326-b073-33c2f77dd827,Documentation Link,http://www.cmar.csiro.au/datacentre/nws_data/data_files/russian/russian.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,  CSIRO Oceans and Atmosphere - Information and Data Centre  data-requests-hf@csiro.au  , Australian Oceans Data Network CSW Harvester, inactive,2017-06-24,2017-06-24,"This dataset comprises catch compositions and trawl locations from a cruise of the Russian fishery research vessel ""Berg-3"" carried out in Australian waters between May and July 1967, containing 354 demersal trawls from the North West Shelf, Western Australia north coast, Timor Sea, Arufura Sea and Gulf of Carpentaria. Most records include catch composition by species (presence/absence but not weight), also some data on length frequency, maturity and diet of commercially important species. The data were obtained by exchange with Soviet scientists in the mid 1990s and has had CSIRO species codes incorporated. The dataset is now in an Oracle database in Hobart, and analyses/summaries of the data are given in the accompanying report (see References). A MS Access version of the dataset has been compiled for use within the North West Shelf-JEMS study. This version is available on-line for researchers in the NWS-JEMS study (see data links). The data are also accessible to authorised users via CMR's ""Data Trawler"" application. A username and password is required to access this dataset.",None,," {""type"": ""Polygon"", ""coordinates"": [[[115.835, -20.2525], [140.71667, -20.2525], [140.71667, -9.0], [115.835, -9.0], [115.835, -20.2525]]]}",, Commonwealth of Australia,https://data.gov.au/dataset/d6951a33-962d-4728-9624-d08a531e62bb ,English, Other ,CSIRO Oceans and Atmosphere - Information and Data Centre                 ,https://data.gov.au/dataset/d6951a33-962d-4728-9624-d08a531e62bb.rdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dataset,https://data.gov.au/dataset/soviet-fishery-data-australian-waters-vessel-berg-3-may-july-1967, notPlanned
73,Stock Assessment Report on Dugong in the Torres Strait 1994,CSIRO Oceans and Atmosphere - Information and Data Centre                 ,PDF, Commonwealth of Australia, Australian Oceans Data Network CSW Harvester,"Marsh, H. (1995) Torres Strait Dugong 1994 - Stock Assessment Report",PDF,https://data.gov.au/dataset/stock-assessment-report-on-dugong-in-the-torres-strait-1994/resource/70af44bf-f8d6-44b6-993f-1d3b27daf848,Data Link,http://www.cmar.csiro.au/datacentre/torres/AFMA2003/Reports/r495.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,  CSIRO Oceans and Atmosphere - Information and Data Centre  data-requests-hf@csiro.au  , Australian Oceans Data Network CSW Harvester, inactive,2017-06-24,2017-06-24,"Stock Assessment Report on Dugong in the Torres Strait 1994. Compiled by H. Marsh and edited by the Torres Strait Fisheries Assessment Group, for AFMA:",None,," {""type"": ""Polygon"", ""coordinates"": [[[142.0, -11.0], [143.0, -11.0], [143.0, -9.0], [142.0, -9.0], [142.0, -11.0]]]}",, Commonwealth of Australia,https://data.gov.au/dataset/4781cdab-6548-485a-ba47-34a021b97e9b ,English, Other ,CSIRO Oceans and Atmosphere - Information and Data Centre                 ,https://data.gov.au/dataset/4781cdab-6548-485a-ba47-34a021b97e9b.rdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dataset,https://data.gov.au/dataset/stock-assessment-report-on-dugong-in-the-torres-strait-1994, asNeeded
74,AUSGeoid98 v.1.0 data files:  (sj52-02),Geoscience Australia                 ,ZIP, Commonwealth of Australia, Geoscience Australia CSW Harvester,Download the file (.dat),ZIP,https://data.gov.au/dataset/ausgeoid98-v-1-0-data-files-sj52-02/resource/7c84ec41-0442-40cf-a0b9-aa84458df9a6,File download,https://d28rz98at9flks.cloudfront.net/62466/62466_sj52-02.zip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,  Geoscience Australia  clientservices@ga.gov.au  , Geoscience Australia CSW Harvester, inactive,2017-06-25,2017-06-25,"AUSGeoid98 data files contain a 2 minute grid of AUSGeoid98 data covering the Australian region, which you can use to interpolate geoid-ellipsoid separations for the positions required.You can use your own interpolation software, or you can use Geoscience Australia's Windows Interpolation software (Winter). The data files are text files in a standard format that cover the same area as standard topographic map areas. Files covering both 1:250,000 (approximately 100 x 150 km) and 1:1,000,000 (approximately 400 x 600 km) map areas are available. There is a 4 minute overlap on all sides of each area. Data format: AUSGeoid98 data files have a header record at the start of each file, to distinguish them from the superseded AUSGeoid93 data files. AUSGeoid98 data files show the geoid-ellipsoid separation to 3 decimal places, while the superseded AUSGeoid93 data files showed only 2 decimal places. AUSGeoid98 deflections of the vertical were computed from the geoid-ellipsoid separation surface, while the AUSGeoid93 deflections of the vertical were computed from OSU91A.",None,," {""type"": ""Polygon"", ""coordinates"": [[[127.5, -37.0], [129.0, -37.0], [129.0, -36.0], [127.5, -36.0], [127.5, -37.0]]]}",, Commonwealth of Australia,https://data.gov.au/dataset/1513a180-a41f-4eed-94e6-2c265e135f63 ,English, Creative Commons Attribution 4.0 International ,Geoscience Australia                 ,https://data.gov.au/dataset/1513a180-a41f-4eed-94e6-2c265e135f63.rdf,AU,AUSGeoid98,,,,,,,,,,,Geodesy,,,,,,,,,,,Geodetic Data,,,,,,,,,,,dataset,,,geodesy,,,,,,Dataset,https://data.gov.au/dataset/ausgeoid98-v-1-0-data-files-sj52-02, unknown
75,Layer 04 Great Artesian Basin base of Rolling Downs Group surface,Geoscience Australia                 ,ZIP, Commonwealth of Australia, Geoscience Australia CSW Harvester,Download the file (ESRI ascii),arcgrid,https://data.gov.au/dataset/layer-04-great-artesian-basin-base-of-rolling-downs-group-surface/resource/9f7fcc5d-f289-4e25-ba0d-2480136c968e,File download,https://d28rz98at9flks.cloudfront.net/76022/76022_ASCIIGrid.zip,Download the file (ts),ZIP,https://data.gov.au/dataset/layer-04-great-artesian-basin-base-of-rolling-downs-group-surface/resource/ef077720-c609-4585-8ac9-7f9554c5d65b,File download,https://d28rz98at9flks.cloudfront.net/76022/76022_GoCad.zip,Download the file (ArcGIS-grid),arcgrid,https://data.gov.au/dataset/layer-04-great-artesian-basin-base-of-rolling-downs-group-surface/resource/9870ed98-3851-4e67-b82d-082dcbe84755,File download,https://d28rz98at9flks.cloudfront.net/76022/76022_ESRIGrid.zip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,  Geoscience Australia  clientservices@ga.gov.au  , Geoscience Australia CSW Harvester, inactive,2017-06-25,2017-06-25,"Layer 04 Base of Rolling Downs Group surface Surface produced for the Great Artesian Water Resource Assessment (GABWRA) by Geoscience Australia (http://www.ga.gov.au). This surface was created for 3D visualisation of the Base of Rolling Downs Group. The surface is available in the following formats 1. GOCAD surface  (.ts) 2. ESRI grid 3. ASCII grid (.grd) Use limitations:  1. GOCAD surface requires program capable of reading GOCAD .ts (triangulated surface) files 2. ASCII grid data requires re-interpolation by end-user resulting in minor differences to accompanying GOCAD .ts surface This layer is part of a set comprised of: Layer 01 3-second Digital Elevation Model surface (catalogue #75990) Layer 02 Base of Cenozoic surface (catalogue #75991) Layer 03 Base of Mackunda Formation and equivalents surface (catalogue #76021) Layer 04 Base of Rolling Downs Group surface (catalogue #76022) Layer 05 Base of Hooray Sandstone and equivalents surface (catalogue #76023) Layer 06 Base of Injune Creek Group surface (catalogue #76024) Layer 07 Base of Hutton Sandstone surface (catalogue #76025) Layer 05-07 Base of Algebuckina Sandstone surface (catalogue #76952) Layer 08A Base of Evergreen and Marburg formations (catalogue #76026) Layer 08B Base of Poolowanna Formation (catalogue #76953) Layer 09 Base of Precipice Sandstone and equivalents surface (catalogue #76027) Layer 10 Base of Jurassic-Cretaceous sequence surface (catalogue #76028) This dataset and associated metadata can be obtained from www.ga.gov.au, using catalogue number 76022.",None,," {""type"": ""Polygon"", ""coordinates"": [[[132.0, -33.1], [158.0, -33.1], [158.0, -8.0], [132.0, -8.0], [132.0, -33.1]]]}",, Commonwealth of Australia,https://data.gov.au/dataset/dce46638-92b9-41b9-acfc-1e343fbaf623 ,English, Creative Commons Attribution 4.0 International ,Geoscience Australia                 ,https://data.gov.au/dataset/dce46638-92b9-41b9-acfc-1e343fbaf623.rdf,3D model,AU-NSW,,,,,,,,,,,AU-QLD,,,,,,,,,,,AU-SA,,,,,,,,,,,GIS Dataset,,,Geology,elevation,groundwater,,,,Dataset,https://data.gov.au/dataset/layer-04-great-artesian-basin-base-of-rolling-downs-group-surface, notPlanned
76,"A new Devonian fish fauna, and revision of post-Ordovician stratigraphy in the Ross River Syncline, Amadeus Basin, central Australia.",Geoscience Australia                 ,PDF, Commonwealth of Australia, Geoscience Australia CSW Harvester,Journal article (pdf),PDF,https://data.gov.au/dataset/a-new-devonian-fish-fauna-and-revision-of-post-ordovician-stratigraphy-in-the-ross-river-syncli/resource/2ea91021-7234-41e8-b078-b4b212b8a176,File download,https://d28rz98at9flks.cloudfront.net/81220/Jou1987_v10_n3_p233.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,  Geoscience Australia  clientservices@ga.gov.au  , Geoscience Australia CSW Harvester, inactive,2017-06-25,2017-06-25,"A Devonian microvertebrate fauna from the NDahla Member, previously assigned to the Cambro-Ordovician Pacoota Sandstone, has led to a revision of the stratigraphy in the Ross River Syncline.  The NDahla Member is included in the Devonian Pertnjara Group, and is correlated on faunal evidence with the Deering Siltstone Member of the Parke Siltstone in the central Amadeus Basin. The overlying sandstone, previously mapped as Mereenie Sandstone, is presumed to be equivalent to one of the overlying formations of the Pertnjara Group. The NDahla Member rests with angular unconformity on the underlying Pacoota Sandstone, this break possibly representing both the Rodingan and Pertnjara Movements of other authors. Evidence of the Devonian Pertnjara Movement in the Amadeus Basin is reviewed, and the possibility that the Mereenie Sandstone was never deposited in the Ross River sequence is discussed. The recognition of Mereenie Sandstone in other outcrops and wells in the eastern part of the Amadeus Basin requires re-examination.",None,," {""type"": ""Polygon"", ""coordinates"": [[[125.39, -25.91], [136.73, -25.91], [136.73, -21.69], [125.39, -21.69], [125.39, -25.91]]]}",, Commonwealth of Australia,https://data.gov.au/dataset/ffe1917f-6dfe-4616-8080-0f39222f06ad ,English, Creative Commons Attribution 4.0 International ,Geoscience Australia                 ,https://data.gov.au/dataset/ffe1917f-6dfe-4616-8080-0f39222f06ad.rdf,Earth Sciences,GA Publication,,,,,,,,,,,Journal,,,,,,,,,,,NT,,,,,,,,,,,WA,,,,,,,,,Dataset,https://data.gov.au/dataset/a-new-devonian-fish-fauna-and-revision-of-post-ordovician-stratigraphy-in-the-ross-river-syncli, unknown
77,1965 programme and 1966 tentative programme,Geoscience Australia                 ,PDF, Commonwealth of Australia, Geoscience Australia CSW Harvester,Record (pdf),PDF,https://data.gov.au/dataset/1965-programme-and-1966-tentative-programme/resource/bdd10c34-acf4-4d6e-b666-8dd23785c973,File download,https://d28rz98at9flks.cloudfront.net/12003/Rec1967_058.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,  Geoscience Australia  clientservices@ga.gov.au  , Geoscience Australia CSW Harvester, inactive,2017-06-25,2017-06-25,Legacy product - no abstract available,None,,,, Commonwealth of Australia,https://data.gov.au/dataset/dbcbb723-dfae-4df9-b6fa-2af9ec2f2f61 ,English, Creative Commons Attribution 4.0 International ,Geoscience Australia                 ,https://data.gov.au/dataset/dbcbb723-dfae-4df9-b6fa-2af9ec2f2f61.rdf,Earth Sciences,GA Publication,,,,,,,,,,,Record,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dataset,https://data.gov.au/dataset/1965-programme-and-1966-tentative-programme, unknown
78,Metal segregation by magmatic gases-first results from new fluid inclusion technique,Geoscience Australia                 ,PDF, Commonwealth of Australia, Geoscience Australia CSW Harvester,Download the article (pdf),PDF,https://data.gov.au/dataset/metal-segregation-by-magmatic-gases-first-results-from-new-fluid-inclusion-technique/resource/6d7d02f6-a074-4e40-b1ac-8bbe79d305d2,File download,https://d28rz98at9flks.cloudfront.net/90364/ResearchNews_16_p012.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,  Geoscience Australia  clientservices@ga.gov.au  , Geoscience Australia CSW Harvester, inactive,2017-06-25,2017-06-25,Legacy product - no abstract available,None,,,, Commonwealth of Australia,https://data.gov.au/dataset/d617eccd-b49f-4366-8a80-3f07bede23e4 ,English, Creative Commons Attribution 4.0 International ,Geoscience Australia                 ,https://data.gov.au/dataset/d617eccd-b49f-4366-8a80-3f07bede23e4.rdf,Earth Sciences,GA Publication,,,,,,,,,,,Research Newsletter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dataset,https://data.gov.au/dataset/metal-segregation-by-magmatic-gases-first-results-from-new-fluid-inclusion-technique, unknown
79,A3 Geophysical signatures of alteration and architecture P2,Geoscience Australia                 ,PDF, Commonwealth of Australia, Geoscience Australia CSW Harvester,Download the file (pdf),PDF,https://data.gov.au/dataset/a3-geophysical-signatures-of-alteration-and-architecture-p2/resource/74a26ac3-ab41-4b03-8f38-cd7fb4cd6de5,File download,https://d28rz98at9flks.cloudfront.net/67729/67729.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,  Geoscience Australia  clientservices@ga.gov.au  , Geoscience Australia CSW Harvester, inactive,2017-06-25,2017-06-25,A3 Geophysical signatures of alteration and architecture P2,None,,,, Commonwealth of Australia,https://data.gov.au/dataset/af6fbbcb-9b41-4d03-9f4e-c33821dc70ee ,English, Creative Commons Attribution 4.0 International ,Geoscience Australia                 ,https://data.gov.au/dataset/af6fbbcb-9b41-4d03-9f4e-c33821dc70ee.rdf,Earth Sciences,PMD%2ACRC Publication,,,,,,,,,,,Science Sharp End-Architecture,,,,,,,,,,,pmd%2ACRC,,,,,,,,,,,,,,,,,,,,Dataset,https://data.gov.au/dataset/a3-geophysical-signatures-of-alteration-and-architecture-p2, unknown
80,AUSGeoid98 v.1.0 data files:  (sl55-06),Geoscience Australia                 ,ZIP, Commonwealth of Australia, Geoscience Australia CSW Harvester,Download the file (.dat),ZIP,https://data.gov.au/dataset/ausgeoid98-v-1-0-data-files-sl55-06/resource/30f3dcc3-075d-4ae5-a227-c263a617c0d5,File download,https://d28rz98at9flks.cloudfront.net/62940/62940_sl55-06.zip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,  Geoscience Australia  clientservices@ga.gov.au  , Geoscience Australia CSW Harvester, inactive,2017-06-25,2017-06-25,"AUSGeoid98 data files contain a 2 minute grid of AUSGeoid98 data covering the Australian region, which you can use to interpolate geoid-ellipsoid separations for the positions required.You can use your own interpolation software, or you can use Geoscience Australia's Windows Interpolation software (Winter). The data files are text files in a standard format that cover the same area as standard topographic map areas. Files covering both 1:250,000 (approximately 100 x 150 km) and 1:1,000,000 (approximately 400 x 600 km) map areas are available. There is a 4 minute overlap on all sides of each area. Data format: AUSGeoid98 data files have a header record at the start of each file, to distinguish them from the superseded AUSGeoid93 data files. AUSGeoid98 data files show the geoid-ellipsoid separation to 3 decimal places, while the superseded AUSGeoid93 data files showed only 2 decimal places. AUSGeoid98 deflections of the vertical were computed from the geoid-ellipsoid separation surface, while the AUSGeoid93 deflections of the vertical were computed from OSU91A.",None,," {""type"": ""Polygon"", ""coordinates"": [[[145.5, -46.0], [147.0, -46.0], [147.0, -45.0], [145.5, -45.0], [145.5, -46.0]]]}",, Commonwealth of Australia,https://data.gov.au/dataset/053a01af-c0a5-4332-a050-c8536ba2e95c ,English, Creative Commons Attribution 4.0 International ,Geoscience Australia                 ,https://data.gov.au/dataset/053a01af-c0a5-4332-a050-c8536ba2e95c.rdf,AU,AUSGeoid98,,,,,,,,,,,Geodesy,,,,,,,,,,,Geodetic Data,,,,,,,,,,,dataset,,,geodesy,,,,,,Dataset,https://data.gov.au/dataset/ausgeoid98-v-1-0-data-files-sl55-06, unknown
